sample1	sample2	expr.similarity	expr.doppel	pheno.similarity	pheno.doppel	smokinggun.similarity	smokinggun.doppel
GSE7390:GSM178004	GSE7390:GSM178036	0.9879761946572879	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65828	GSE7390:GSM177973	0.9796372671433015	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65855	GSE7390:GSM177982	0.9807612014175637	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65870	GSE7390:GSM177986	0.9804695348238741	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65880	GSE7390:GSM177989	0.9794796917483977	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65752	GSE7390:GSM178013	0.9831632959733311	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65762	GSE7390:GSM178015	0.9843246794630554	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65764	GSE7390:GSM178016	0.9822636500186289	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65774	GSE7390:GSM178026	0.9878137229605544	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65775	GSE7390:GSM178027	0.9799023724236668	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM150804	GSE7390:GSM178028	0.9849478843561176	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65779	GSE7390:GSM178029	0.9820124996428092	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65782	GSE7390:GSM178030	0.9784751980501593	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65786	GSE7390:GSM178031	0.9879294822542368	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65795	GSE7390:GSM178035	0.9787246688443395	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65797	GSE7390:GSM178039	0.9820860133392136	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65798	GSE7390:GSM178040	0.9862865884914959	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65801	GSE7390:GSM178042	0.9820525361575804	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65803	GSE7390:GSM178043	0.9790203403675466	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65811	GSE7390:GSM178044	0.9856819070466154	TRUE	NA	FALSE	NA	FALSE
GSE6532_U133A:GSM65817	GSE7390:GSM178045	0.9840115080353289	TRUE	NA	FALSE	NA	FALSE
